id_shortcode,text,topic,label
Crw0Mdiyb7c,"بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيْم

Assalamualaikum Warahmatullahi Wabarakatuh.

Nama : Rosalia Nadzifah Amilta
Kelas : X-6
No Absen : 33
Sekolah : SMAN 1 Dukuhwaru

Pencemaran tanah adalah suatu kondisi dimana tanah tercemar di area permukaan atau bahkan bawah tanah. Pencemaran ini disebabkan karena adanya polutan atau kontaminan yang mencemari tanah.

Pencemaran tanah dapat terjadi disebabkan oleh banyak faktor, tetapi umumnya disebabkan karena perbuatan manusia dan juga karena alami. Jadi, ada pencemaran tanah alamiah dan ada pencemaran tanah buatan.

Adanya bahan kimia yang sangat beracun dan berbahaya, seperti polutan dan juga kontaminan yang menyebabkan pencemaran tanah terjadi. Pencemaran tanah ini menjadi salah satu penyebab rusaknya kesehatan manusia hingga kesehatan flora dan fauna.

Waalaikumsallam Warahmatullahi Wabarakatuh

@***
#Poster
#Tugas
#Pembelajaran
#PembelajaranBiologi
#Pencemaran
#PencemaranLingkungan
#PencemaranTanah
#PencemaranAir
#PencemaranUdara
#PencemaranSuara
#SMAN1Dukuhwaru
#SMANDUK
#SMANDUKbrownis
#SMANDUKcemerlang
#SMANDUKpemnelajaran
#SMANDUKposter
#SMANDUKpencemaran
#SMANDUKpencemaranlingkungan
#SMANDUKinfo
#BTposter
#BTpembelajaran
#BTpencemaran
#BTpencemaranlingkungan
#BTpencemarantanah
#BTpencemaranair
#BTpencemaranudara
#BTpencemaransuara
#13Tinfo",Environment,NEGATIVE
CqMW5XFvUSq,"Hi Guys!! Mau ikut bergabung menjadi Pahlawan Bumi bersama @*** & @*** ?? 🦸🌍💪
Caranya gampang banget! Hanya butuh 1 langkah saja! ☝️🏃

Dengan membeli produk kolaborasi Tote Bag Boneka kami, Kamu dapat menjadi Pahlawan Bumi yang melawan sampah plastik, melawan limbah kain, mendukung pengrajin lokal, dan berdonasi 10% untuk Kemanusiaan, Hewan, dan Tumbuhan 💚

Yuk bersama bergabung menjadi Pahlawan Bumi!! 🌍🦸💪

With Love,
NITI PATALA x Limité Production
—
#nitipatala #limiteproduction #totebagboneka #zerowaste #dietkantongplastik #bebasplastik #upcycling #sustainablelifestyle #limbahplastik #limbahkain",Waste,POSITIVE
CulrcCtSDuC,"Setiap tahun ada miliaran ton sampah manusia yang dibuang... Beberapa di antaranya membutuhkan waktu terurai yang sangat lama loh!

#polusi #polusiudara #limbah #ecocare #lingkungan #jagalingkungan #lingkunganhidup #globalwarming #pemanasanglobal #ekosistem",Pollution,NEGATIVE
CsaClanyx7p,"Perubahan iklim ini memiliki tantangan terhadap pembangunan dalam aspek lingkungan sosial dan ekonomi secara berkelanjutan serta terhadap pencapaian tujuan pembangunan Indonesia. Untuk mengatasi hal tersebut, kita perlu segera mengintegrasikan mitigasi dan adaptasi perubahan iklim ke dalam sistem perencanaan pembangunan sosial.

  Pemerintah melalui Ditjen SDA misalnya dari pengamanan mata air seperti konservasi sumber air yang ada agar jangan jebol dan rusak, sungai2 juga diamankan dan jaringan irigasinya diperbaiki untuk efisiensi pembagian air, setelah air ada di lapangan diadakan pengamanan terhadap pantai.

  Untuk konservasi, pemerintah bersama dengan masyarakat menjaga sumber air yang ada contohnya, di bali ada 4 danau yang dijaga bersama-sama karena dari danau tersebut muncul ratusan mata air, 500 mata air, dan sesuai dengan tata ruang. Pemberdayaan termasuk pemberdayaan SDA, air yang ada harus dijaga agar bisa bermanfaat sebaik-baiknya, antara irigasi dan non irigasi harus dijaga. Bali, dengan konsep Tri Hita Karana, mempercayai bahwa kebahagiaan dapt dipenuhi dengan adanya harmonisasi antara Tuhan, Manusia dan Alamnya, terkenal dengan sistem subaknya, yang berguna agar efisiensi penggunaan air dan itu merupakan antisipasi dalam mengatasi permasalahan global warming.

•tugas fisika Nevalia syadela XI-MIPA 
@*** @***

#globalwarming #perubahaniklim #cuacaekstrim #jagabumi #smaharja",Climate change,POSITIVE
CyAufC6PBp5,"""Meskipun langit diselimuti awan, panel surya / solar panel tetap setia berjuang untuk menghasilkan energi terbarukan.

Jangan biarkan mitos menghalangi pemahaman kita tentang kekuatan teknologi panel surya!

#panelsurya #energiterbarukan #mitosfakta",Energy,POSITIVE
CsiEKFjrD8o,"Eits udah senin aja nih. Sobat BEn, tahukah kamu kalo di hari Senin ini diperingati sebagai Hari Keanekaragaman Hayati Internasional? 

Tanggal 22 Mei merupakan peringatan Hari Keanekaragaman Hayati Internasional. Perayaan tahunan ini didirikan oleh Perserikatan Bangsa-Bangsa (PBB).

Kenapa sih kita harus memperingati Hari Keanekaragaman Hayati?

Tentu karena Keanekaragaman Hayati merupakan bagian dari keberlanjutan hidup manusia dan kelangsungan hidup dunia juga Sobat BEn! 

Keanekaragaman hayati sering dipahami sebagai keanekaragaman tumbuhan, hewan, serta mikroorganisme yang luas seperti (varietas ternak dan tanaman serta keragaman ekosistem). Hilangnya keanegaraman hayati tentu dapat mengancam makhluk hidup, salah satu masalah keanekaragaman hayati yaitu berkurangnya jumlah spesies secara signifikan akibat aktivitas manusia, waduh!

Oleh karena itu, penting banget nih buat selalu aware dalam menjaga lingkungan dan pelestarian keanekaragaman hayati untuk kelangsungan hidup dunia!

#bincangenergi 
#energyforsustainablefuture 
#energiberkelanjutan 
#literasienergi 
#harikeanekaragamanhayatidunia 
#biodiversity 
#worldbiodiversityday",Energy,POSITIVE
Ctk-Q5yphD6,"Tujuan pemantauan air limbah adalah untuk memastikan bahwa air limbah yang dihasilkan oleh industri, perkotaan, atau proses lainnya sesuai dengan standar lingkungan yang ditetapkan. Dengan memantau air limbah secara teratur, dapat diidentifikasi potensi masalah lingkungan lebih awal, dan tindakan korektif dapat diambil untuk mencegah dampak negatif yang lebih besar. #halqilabkaryaindonesia #halqilabenvironmentallaboratory #pemantauanairlimbah #airlimbah #bebaslimbah",Waste,POSITIVE
Cs3a9c6NWTf,"Yuk, lindungi ekosistem laut kita dengan mengenal bahaya pencemaran farmasi! Baca blog kita sekarang (Link di bio) 🌊💊 #metformin #perubahaniklim",Climate change,POSITIVE
CuOzBcZvKcB,"Dulu ngeluh banyak sampah plastik‼️
Sekarang Banyak Banget Shopping Bags, Sampah Juga kan Jadinya⁉️

IBUK HARUS GIMANA?
dikumpulkan dan dibuang?
disimpan sampai numpuk?
gimana sih konsepnya iyeu teh bisa di daur ulang? tapi jadi ramijud juga?

#sampah #daurulang #shoppingbags #earthfocus #masalahdenganmasalah #galilobangtutuplobang #jakartakeras #kegoblokanunfaedah",Waste,NEGATIVE
Crk87CirfQB,"Terumbu karang di Spermonde, Sulawesi Selatan, memang terkenal indah dengan keanekaragaman hayati lautnya yang menakjubkan. Kini, telah terjadi kerusakan yang diakibatkan oleh perubahan iklim dan tangan-tangan manusia.

Karang di Spermonde mengalami kerusakan karena menurunnya kualitas air laut, yaitu naiknya keasaman dan turunnya pH air laut. Ini merupakan salah satu dampak dan penyebab perubahan iklim yang signifikan. Tetapi, tidak hanya itu semata. Aktivitas manusia seperti pengalihan lahan dan penangkapan ikan secara ilegal adalah biang utama binasanya terumbu karang di Spermonde.

Baca kisah “Karang-karang Binasa di Spermonde” selengkapnya di iklimku.org

Foto : Iqbal Lubis / @*** 

#iklimku #spermonde #sadariklimku #perubahaniklim #untukmubumiku #teamupforimpact",Climate change,NEGATIVE
Crusgo3r2h-,"Dampak transportasi pada lingkungan kita tidak bisa diabaikan. Tetapi, dengan sepeda motor listrik, kita dapat membuat perubahan positif! 🌍🛵 

Dengan mengurangi polusi udara dan emisi karbon, kita dapat membantu mengatasi dampak negatif perubahan iklim dan mencegah gelombang panas semakin parah. Mulai langkah anda dan gunakan sepeda motor listrik Rakata! 
.
.
.
.
.
.
.
.
#SepedaMotorListrik #PerubahanIklim #UdaraBersih #Transportasi #SepedaMotor #AksiIklim #HidupSehat #LingkunganBersih #RamahLingkungan #bikes
#bikes #electricmotorcycle #electricbike #electricscooter #motorcycle",Climate change,POSITIVE
CwUXOY8PZS8,"Tim PT. LSKN sedang melakukan meeting tentang Inspeksi Pengelolaan dan Pemantauan Lingkungan Hidup pada 
Pembangkit IUPTLS pada PT. Nikomas Gemilang yang berlokasi di Serang Banten #slojawatengah #slojawatengah #slojawatengah #slojawatengah #slojawatengah #sertifikatlaikoperasi #slojawatengah #pembangkitlistriktenagadiesel #pembangkitlistriktenagasurya #pembangkitlistrik",Energy,NEUTRAL
CntxYN5O1S4,"@***.waste.platform and @***.iwp mengkampanyekan untuk pencegahan polusi plastik dengan memfasilitasi pendidikan untuk meminimalkan konsumsi #plastik sekali pakai bersama dengan tanggung jawab produsen (Extended Producer Responsibility, EPR)  untuk mengurangi dan melaporkan produksi plastik. 

Materi pendidikan #IWP termasuk poster2 yang dapat diunduh dari website IWP, tanpa biaya.  IWP telah bermitra dengan @*** untuk menerjemahkan poster-poster pendidikan ini ke dalam bahasa Indonesia. 

Jika Organisasi, bisnis, atau sekolah Anda ingin bergabung dalam gerakan yang dipimpin konsumen untuk mencegah #polusi #plastiksekalipakai dengan meminimalkan timbulan sampah plastik, kami mengundang Anda untuk mengunduh poster untuk digunakan di media sosial atau di kantor, tempat kerja, atau sekolah Anda. 

Dan bagi CSO /NGO yang mengkampanyekan pengurangan 
timbulan sampah plastik, IWP menawarkan kolaborasi untuk membuat file dengan tambahan logo organisasi Anda. 

Silakan hubungi @***.iwp IG DM untuk detailnya.🐬🌿

Lihat semua poster di ***URL***

#plastiksekalipakai #polusiplastik plastik #pulauplastik #plastik #plasticpollution",Waste,POSITIVE
Cp_3icev7Aq,"Yuk! #MediFriends , Kurangi Konsumsi Garam Agar Tubuh Kamu Menjadi Lebih Sehat

#MedilabJakarta #MedialysJakarta  #klinikjakarta #mengurangi #konsumsi #garam",Waste,POSITIVE
CuvGegRSjJw,"🌊 Ekosistem Blue Carbon: Solusi Menuju Net Zero Emission! 💙🌿

Kita seringkali melupakan kekuatan yang ada di bawah samudra biru yang luas. Mari kita jelajahi bersama ekosistem Blue Carbon yang mengandung solusi luar biasa dalam mengatasi perubahan iklim dan mencapai Net Zero Emission! 🌍💦

Ekosistem Blue Carbon, seperti hutan bakau, padang lamun, dan rawa pantai, tidak hanya menjadi tempat tinggal bagi keanekaragaman hayati laut, tetapi juga berperan sebagai penangkap karbon alami yang luar biasa! 🌱💨

Dengan kemampuannya menyimpan karbon jauh lebih banyak daripada hutan di daratan, ekosistem Blue Carbon memberikan solusi yang kuat dalam mengurangi emisi karbon dan memerangi perubahan iklim. Melindungi dan mengembangkan ekosistem ini adalah langkah penting dalam mencapai Net Zero Emission! 💪🌊

Mari bersama-sama menjaga kelestarian ekosistem Blue Carbon. Dengan mengurangi pencemaran, merestorasi kawasan terdegradasi, dan mendukung kebijakan yang berkelanjutan, kita bisa menjaga lingkungan, mendukung keberlanjutan, dan mengejar masa depan yang bebas dari emisi! 🌟💙🌿

Bersama, kita bisa membuat perbedaan. Mari berkomitmen untuk melindungi ekosistem Blue Carbon dan memperkuat upaya menuju Net Zero Emission. Suara kita adalah kekuatan untuk perubahan yang berkelanjutan! 🤝🌍💚
#Yagasu22
#WorldMangroveDay2023 #NetZero2060
#MangroveUntukIklim

#EkosistemBlueCarbon #NetZeroEmission #PerubahanIklim #HutanBakau #PulihkanEkosistem #LingkunganBerkelanjutan",Climate change,POSITIVE
CvCSu29P2jB,"Warga China berbondong-bondong memburu facekinis lantaran sejumlah daerah di negara itu diterpa panas gila-gilaan beberapa waktu terakhir.

Facekinis adalah masker wajah dengan lubang khusus untuk bagian mata dan hidung. Produk ini mulai digemari warga setempat yang tak tahan dengan panasnya sengatan matahari.

Diberitakan Reuters, facekinis, manset, topi bertepi lebar, hingga jaket yang terbuat dari kain anti sinar ultraviolet menjadi barang-barang yang sangat populer belakangan ini di China.

Sejumlah wilayah di China beberapa waktu belakangan memang mencatat suhu sangat panas di atas 35 derajat Celsius. Bahkan, Kota Turpan mencapai 80 derajat Celsius yang mengakibatkan pasir-pasir mendesis.

Suhu panas ini pun memaksa penduduk dan wisatawan di China membawa kipas portabel serta mengenakan topi ketika berkeliaran di area outdoor. Beberapa orang bahkan ada yang memakai topi disertai kipas agar tak tersengat matahari.

#Facekinis #globalwarming #pemanasanglobal #cuacaekstrem #China",Climate change,NEUTRAL
CrdjSvXun4t,"Panasnya suhu membuat warga India berbondong-bondong menyalakan pendingin ruangan (AC). Akibatnya, permintaan listrik melonjak hingga mencapai rekor. India pun meningkatkan impor LNG dan batu bara untuk mencegah pemadaman listrik. 

Departemen Meteorologi India (IMD), telah memperkirakan awal tahun lalu bahwa sebagian besar negara akan mengalami suhu maksimum di atas normal dari April hingga Juni. Dalam pernyataan tanggal 17 April, lembaga itu juga memperingatkan kondisi gelombang panas di India Timur kemungkinan akan berlanjut selama beberapa hari ke depan. Beberapa wilayah India Barat Laut, Tengah dan Timur telah mengalami suhu hingga 40-42 °Celcius pada 16 April.

Sementara, Pusat Pengiriman Beban Nasional mencatat ada kekurangan listrik sebesar 22,53 juta kWh pada 17 April, melonjak dibandingkan dengan kekurangan 3,30 juta kWh pada 2 April.

Untuk memenuhi kebutuhan listrik, India mulai membeli lebih banyak LNG dari pasar spot tahun ini. Tak hanya mencari pasokan gas, India juga meningkatkan impor batu bara. India mengimpor 14,9 juta metrik ton batu bara termal pada bulan Maret, menurut data seaborne S&P Global.

""Diproyeksikan lebih awal bahwa permintaan listrik tahun ini akan naik ke tingkat rekor dan reaksi langsung yang alami adalah konsumsi batu bara yang lebih banyak. Produksi sejauh ini kuat, dan impor juga cenderung meningkat mulai Mei dan seterusnya,"" kata seorang pedagang yang berbasis di India pada 18 April.

Simak selengkapnya di Validnews, atau klik link pada bio.

#climatechange #globalwarming #emisigasrumahkaca #pemanasansuhuglobal #suhupanas #suhuekstrim #asiadilandasuhupanas #india #pasokanlistrik #pembangkitlistrik #batubara #gasalamcair #LNG #Validnews",Energy,NEGATIVE
Csz6im6S1PU,"pengguna PLTS Atap dapat memasang hanya sebesar daya tersambung ke PLN. Contohnya jika rumah kita memasang daya ke PLN sebesar 2200 VA (volt ampere). Maka kita hanya diperbolehkan memasang PLTS Atap yang menghasilkan sekitar 2200 VA juga, yang nanti diukur dari kapasitas inverter. Untuk perhitungan ekspor hasil daya PLTS ke PLN, melalui Permen ini PLN telah menghargai sebesar 100 % menggunakan skema net-metering dengan tarif 1:1 (1 kWp dihargai sama dengan 1 kWh). 

Namun realita di lapangan, implementasi dari Permen ini tidak berjalan secara optimal. Baru-baru ini konsumen hingga pengusaha gelisah atas sikap PLN yang tidak mengindahkan sejumlah ketentuan yang tertuang dalam Permen ESDM No. 26 Tahun 2021 ini. Sampai saat ini PLN belum juga menerapkan kebijakan terkait kapasitas PLTS Atap yang akan dipasang oleh pengguna maksimum 100% dari daya terpasang. Sebagaimana yang diamanatkan dalam Permen ESDM tersebut.

Alih-alih demikian, PLN justru mengedarkan surat internal PLN yang meminta pejabat setara general manager (GM) guna mengizinkan pemasangan kapasitas PLTS Atap dibatasi antara 10%-15% (di seluruh Indonesia) dari daya terpasang. Kemudian PLN juga sampai saat ini belum mengimplementasikan kebijakan terkait ekspor listrik 100% sebagai pengurang tagihan. Terkait kebijakan ekspor hasil daya PLTS ke PLN, PLN malah mengacu pada Permen lama yaitu Permen ESDM No. 49 Tahun 2018 yang mana untuk perhitungan ekspor hasil daya PLTS ke PLN dihargai sebesar 65% dengan tarif 1:0,65 (1 kWp dihargai 0,65 kWh).

Baca selengkapnya di 👇
***URL***

#MDAcademy #transisienergi #pln #plts #indonesia #energiterbarukan",Energy,NEGATIVE
CtYbH7MP4CI,"Sahabat Air Bersih! 💧

Inilah beberapa alasan kenapa beberapa daerah bisa tenggelam!
Kalau gak segera ditanggulangi ini bisa berbahaya dan daerah tersebut bisa bener-bener hilang… 
😭

#airbersih #aksesairbersih #air #airlancar #krisis #krisisair #airkami #tenggelam #tercemar #climate #bencana #saveindonesia #pipanisasi #pipa #infoterkini #jagaair #untukkita #ibukota #jakarta #indonesia",Environment,NEGATIVE
Cs2v88ySnh6,"Sobat Sinergi ada yang tahu gak atau ada yang pernah berpikiran, gimana ya jika hasil bumi seperti minyak bumi ini habis? Karena minyak bumi termasuk sumber daya alam di bumi ini dan tidak bisa diperbaharui.

Yang artinya, minyak bumi akan habis jika digunakan terus-menerus. Dan apabila habis butuh waktu jutaan tahun jika ingin menggunakannya kembali.

Beberapa tahun lalu juga para ahli memperkirakan minyak bumi akan habis dalam kurun waktu 53 tahun lagi. Itu pun belum pasti karena ada berbagai faktor yang mempengaruhi ketersediaan minyak bumi.

Jika minyak bumi habis maka manusia akan kesulitan melakukan aktivitas sehari-hari, contohnya semua transportasi umum seperti pesawat, bus, serta kereta api akan berhenti beroperasi.

Kegiatan industri juga akan terkena dampaknya dan mengakibatkan jutaan orang kehilangan pekerjaan. Pada akhirnya hal ini akan menyebabkan runtuhnya ekonomi global.
Karena itu manusia berinovasi mencari dan menciptakan energi alternatif lain yang kemudian disebut dengan nama Rebewable Energy atau energi terbaharui.

Bisa dibayangkan Sobat Sinergi, akan seperti apa negeri ini dan bahkan dunia jika minyak bumi habis, karena itu mari kita saling mendukung dengan menggunakan, memanfaatkan energi alternatif yang sudah ada.

Narasumber : inews.id
Sumber Gambar : makassar.tribunnews.com

#minyakbumi
#minyakbumiindonesia 
#habis
#bumi
#industri
#energi
#energialternatif
#kotabekasi
#indonesia 
#world",Energy,NEGATIVE
CsTnS2RyF0s,"Sebagian netizen memang suka nyinyir~

Tapi, gapapa. Kita bakal jawab kenyinyiran netizen ini pelan-pelan. Tentunya dengan argumen berbasis data ya xixixi

#krisisiklim #bumibutuhaksi #StopPembangunanPLTUBaru #pukulmundurkrisisklim",Climate change,NEUTRAL
CpnBDckyU1f,"Dampak lingkungan dari plastik berkembang di seluruh dunia. Itulah sebabnya kami mengurangi plastik sekali pakai dengan mengapus kantong belanja plastik secara bertahap dan mengurangi jumlah plastik dalam kemasan produk kami. Untuk minimalkan limbah dan mengurangi limbah lingkungan.

@***.catalog
@***.catalog
@***.catalog

#lokalprideindonesia #lokalbrandindonesia #lokalbrand #lokalah #lokal #lokalpride #lokalproduk  #indolokal #lokalbrand #lokalindonesia #indolokalbrand #shiitimagination #indonesialokalbrand #indonesialokalpride #brandlokal #brandlokalid #brandlokalkeren #brandlokalpalembang #kaosbrand #indonesian #newrbrand #lokalid #lokalstreetwear #skateindo #outfitpeoples  #produklokalberkualitas #gogreen #plasticfree #saveindonesia #limbahplastik",Waste,POSITIVE
CuUcJWmpiPK,"Memasuki era kendaraan listrik ini merupakan upaya untuk mengurangi emisi karbon dari sektor transportasi 
#PakaiMolis #TransisiEnergi",Energy,POSITIVE
CsVbt7eyKr0,"Kapan terakhir kali kamu melihat kunang-kunang? Sayang banget ya kalau sampai generasi mendatang ga bisa ketemu mereka😢

#kunangkunang #firefly #globalwarming #pemanasanglobal #ecocare #deforestasi #polusi #polusicahaya",Pollution,NEGATIVE
Cn18YLPJcOq,"Ayo mulai beralih menggunakan tumbler, selain lebih hemat dan praktis, kita juga membatu mengurangi sampah plastik.
.
.
.
#ayopakaitumbler #sampaplastik #limbahplastik #gotongroyong #bersihpantai #palopodietplastik #mulaipeduli #bergerakberdampak #palopomedia #palopo",Waste,POSITIVE
CYVUuRFFXJV,"“I don’t see a path to net zero without these kinds of technologies (new carbon tech industry),” says Richard Youngman, CEO of Cleantech Group.

TWELVE merupakan salah satu perusahaan rintisan yang mengambil karbondioksida (CO2) untuk diubah menjadi sesuatu yang bermanfaat. Teknologi yang digunakan oleh Twelve hampir menyerupai proses fotosintesis yang dilakukan oleh tanaman. Teknologi yang digunakan Twelve akan mengubah CO2 menjadi gas sintesis (syngas). Dengan campuran karbon monoksida dan hidrogen, gas sintesis tersebut dapat menggantikan bahan bakar fosil.

Produk Twelve yang dihasilkan dari gas sintesis cukup beragam, mulai dari makanan, minuman, pakaian, bahan industri (beton, plastik, busa, atau serat karbon), hingga sebagai bahan bakar jet. Saat ini, Twelve sedang mengembangkan penggunaan CO2 sebagai salah satu bahan untuk membuat deterjen, lensa kacamata hitam, hingga bagian interior mobil.

Menurut analisis Inisiatif CO2 Global dari Universitas Michigan, industri teknologi karbon terbarukan ini berpotensi mengurangi emisi CO2 dunia hingga 10%. Dengan teknologi ini, komitmen nol bersih menjadi lebih memungkinkan untuk dicapai.

Sumber: ***URL***

#IISM #SustainableDevelopment #Karbondioksida #CO2 #DariPolutanKeProduk #GameChanging #bahanbakarfosil",Energy,POSITIVE
CvHPB3vva6Q,"Hai #SobatBUMN

FROM COMMITMENT TO ACTION!

Electrizen, PLN agresif gerakan langkah menuju Net Zero Emission 2060 dengan percepat transisi energi di Indonesia. Sinergi terus ditingkatkan agar transisi energi ini tidak hanya mampu menyediakan energi bersih tetapi juga mendorong pertumbuhan ekonomi nasional.

PLN tidak bisa berdiri sendiri. Pada agenda tahunan The 11th EBTKE Conex 2023 dengan tema From Commitment to Action: Safeguarding Energy Transition Towards Indonesia Net Zero Emissions 2060, PLN jalin sinergitas dalam pemanfaatan energi bersih melalui pendatanganan 28 kolaborasi dengan berbagai pihak.

Dalam pembukaan EBTKE Conex, Menteri ESDM Arifin Tasrif mengungkapkan, target mencapai NZE 2060 butuh usaha ekstra dengan progam yang terencana dengan baik. Dalam hal ini, berbagai program transisi energi membutuhkan kolaborasi seluruh stakeholder yang ada dalam ekosistem energi baru terbarukan di tanah air. 

#PLNAkselerasiEBT #EnergiBersihPLN #EnergiBaruPLN #PLNPimpinTransisiEnergi #PLN #TransisiEnergi #PLNNyataHadir #PLNUntukIndonesia #UnleashingEnergyandBeyond #PLNGoDigital #ManfaatFABA #PLNUntukBantul #RekrutmenPLNGroup #AMISmartMeterDigital #PLNGoGlobal #MarketplacePLNMobile #RenewableEnergy #IndoEBTKEConEx",Energy,POSITIVE
BZU2icHgoa_,"#perlindunganlingkungan
#perlindunganpohon
#memakupohon
#sumut
#membangunsumut

Bagi mereka yang berkeinginan untuk turut membangun Sumatera Utara, diharap untuk tidak memaku pohon...!!!
Atau, pergilah bersama semangat membangun Anda dengan poster-poster itu, ke tempat sampah...!!!",Environment,NEGATIVE
Ct3YrIdh5np,"Halo, Geographeines!
—
Polusi udara dalam ilmu geografi sama artinya dengan pencemaran udara. Hal ini membahayakan kesehatan makhluk hidup, mengganggu kenyamanan, bahkan hilangnya kesan estetika dari suatu tempat.
———
Nah selain Jakarta, Geographeine mau ngasih tau lewat slide diatas kalo masih ada 5 daerah lain yang tingkat polusi nya buruk di Indonesia, lo! Yuk dilokit! 😎💛
—
#geographeine #geografi #osn #ksm #lombageografi #belajargeografi #geografia #polusiudara #polusi #indonesia #climatechange #perubahaniklim #iklim",Pollution,NEGATIVE
Cuo9rSTLznM,"Indonesia memiliki peluang untuk mendapatkan keuntungan dari penerapan pajak karbon. Pasalnya, Net Zero Emission sedang digencarkan seluruh dunia untuk mengurangi emisi karbon.

Menteri Energi dan Sumber Daya Mineral (ESDM) Arifin Tarif mengungkapkan bahwa pemerintah dan para stakeholder serta pelaku usaha harus bersama-sama mencari jalan keluar supaya emisi karbon menurun dan dapat teralisasi.

Dia menilai jika tidak ada upaya yang signifikan maka Indonesia bisa terkena sendiri dampaknya. Penerapan pajak karbon yang kini sedang direncanakan secara global dipastikan akan berpengaruh kepada persaingan produk Indonesia.

Streaming 24 jam di kanal youtube Metro TV dan website metrotvnews.com
#MetroTVXtend #Emisi #Industri #ESDM #Lingkungan",Pollution,POSITIVE
CxebOEkh3aS,"Anggota Komisi VII DPR RI, Mulyanto kritik program ekspor listrik energi baru terbarukan (EBT) Indonesia ke Singapura. Menurutnya kebijakan ini tidak relevan dengan kerangka strategi ketahanan energi listrik nasional. Karena sekedar kerjasama business to business tidak ada hubungannya dengan program ketenagalistrikan nasional.

“Secara etika bisnis juga terlihat kurang elok, karena perusahaan milik Menteri dan keluarganya ikut terlibat. Pak Luhut sebagai Menko Marvest, yang sangat vokal terhadap proyek ini, diketahui terafiasi dengan PT TBS Energi Utama Tbk (TOBA). Karenanya selayaknya, Pemerintah tidak perlu ikut cawe-cawe dalam proyek ini,” katanya.

Berita selengkapnya silahkan klik tautan dibawah ini atau yang di cerita 

***URL***

#pakmul #pakmulmelayani #pakmulmenang #nomor2memangamanah #nomor2terbuktikerja #listrik #energiterbarukan #singapura",Energy,NEGATIVE
CtiI3MrPtBl,"Krisis Pangan dan ""Sesat Pikir""; Mengapa Masih Berlanjut?

***URL***

Jelajahi buku yang menantang dan provokatif, ""Krisis Pangan dan 'Sesat Pikir': Mengapa Masih Berlanjut?"" yang ditulis oleh Yunita T. Winarto, J. Stigter, dan James J. Fox. Temukan analisis mendalam tentang kerentanan ekosistem sawah, ketidakstabilan produksi pangan, dan pola berpikir yang salah yang terus berlanjut dalam dunia pertanian.

Keywords:

- Krisis Pangan

- Sesat Pikir

- Kerentanan Ekosistem Sawah

- Produksi Pangan Tidak Stabil

- Pola Berpikir yang Salah

- Petani

- Perubahan Iklim

- Solusi Krisis Pangan

- Langkah Kebijakan

- Tantangan Produksi Pangan

Hashtags:

#KrisisPangan

#SesatPikir

#KebijakanPangan

#ProduksiPangan

#SolusiKrisis

#KerentananEkosistem

#Pertanian

#PerubahanIklim

#KrisisBerlanjut

#SolusiPertanian",Climate change,NEUTRAL
CrfqOzrB2yk,"[BUKAN TEBAKAN BIASA]

Industri umumnya menghasilkan limbah Bahan Berbahaya dan Beracun (B3), apapun jenis industrinya. Tapi ada satu limbah B3 ini yang paling banyak dihasilkan dari proses produksi.

Limbah apakah itu? Sobat Eco bantu jawab di kolom komentar yuk!

—————————————————
Ikuti Platform Kami Di:
LinkedIn : PT Universal Eco Pasific
Website : ***URL***
Youtube : Universal Eco
Email : ***@***.***

#UniversalEco #TebakTebakan #BukanTebakanBiasa #Kuis #KuisSeru #Environment #Environmental #EPR #ExtendedProducerResponsibility #Lingkungan #Alam #MenjagaLingkungan #KelestarianLingkungan #PemilahanSampah #PengumpulanSampah #Sampah #Limbah #LimbahB3 #LimbahMedis #MedicalWaste #LimbahFarmasi #PengelolaanSampah #PengelolaanLimbah #PengelolaanLimbahB3 #ZeroWaste #WasteManagement #HazardousWasteManagement #PeduliLingkungan",Waste,NEUTRAL
CrpWYcLPulp,"Kamis, 27 April 2023 Relawan Paguyuban Social Project Bali ikut berkolaborasi bersama Komunitas Malu Dong @***.dong melalui kegiatan Ngayah Mareresik dalam rangka Penyineban di Pura Besakih. 

Kegiatan ini diikuti oleh berbagai komunitas, siswa dan lembaga desa yang berada di seputaran Pura Besakih. 

Kegiatan ini dilakukan sebagai bentuk implementasi Tri Hita Karana khususnya pengabdian terhadap lingkungan dalam menjaga lingkungan Pura. 

Semoga kegiatan ini dapat menginspirasi dan memberikan edukasi kepada masyarakat khususnya bagi para pengunjung Pura untuk senantiasa menjaga kebersihan Pura yang notabene adalah tempat suci. 

Malu dong buang sampah sembarangan 😬

#socialprojectbali #maludong #komunitasbali #komunitasdibali
#lingkungan #besakih #lingkunganhidup #zerowaste #sampah #environment #sampahplastik #climatechange #love #like #edukasi #worldcleanupday #k #lfl #fff #fyp #cintalingkungan  #haribumi #hutan #asri #repost  #daurulang  #saveearth  #bhfyp",Waste,POSITIVE
